p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Cell_type,GENE
0.0166486207089667,0.107598397707199,0.138,0.107,1,Neurons,Rap2a
0.016725245191358,0.292047120698789,0.1,0.075,1,Neurons,Gucy1a3
0.0170097312723178,0.158006902425764,0.135,0.106,1,Neurons,Pbdc1
0.0171115407125606,0.126808916441273,0.618,0.577,1,Neurons,Gpr133
0.0171829210472613,0.166129463075892,0.171,0.14,1,Neurons,Sh3kbp1
0.0173114712270843,-0.137579579216123,0.088,0.114,1,Neurons,Gm14326
0.017419843802322,0.167195075987465,0.351,0.313,1,Neurons,Pomp
0.0174237144746507,-0.180079440989275,0.352,0.387,1,Neurons,Lrpap1
0.0175580233867793,0.107995446653539,0.549,0.499,1,Neurons,Luc7l3
0.0177400249779357,0.187323450040714,0.192,0.159,1,Neurons,Cspp1
0.0177561433407113,-0.16642521815738,0.156,0.188,1,Neurons,Tmem179
0.0177745590455927,0.130920009867363,0.139,0.109,1,Neurons,Tmem126a
0.0177878041405889,0.116666607912359,0.185,0.152,1,Neurons,Brd4
0.0178337568083192,0.126746173246427,0.369,0.321,1,Neurons,Timp2
0.0178635987608677,0.102634379257502,0.331,0.284,1,Neurons,Usp34
0.0178641401946156,-0.201069633897667,0.381,0.415,1,Neurons,Nedd4
0.0181116234880374,0.194413266613929,0.19,0.157,1,Neurons,Fam133b
0.0183841505570844,0.113569854814441,0.551,0.506,1,Neurons,Rps4x
0.0184372448430165,0.10537706061566,0.313,0.272,1,Neurons,2210013O21Rik
0.0187193501716999,0.165911405247658,0.336,0.297,1,Neurons,Snx10
0.0189357890978682,0.128353294497402,0.21,0.177,1,Neurons,Tmed9
0.0190155866971952,0.131965139310582,0.391,0.348,1,Neurons,Tcf12
0.0191681952850705,-0.138420721480029,0.094,0.121,1,Neurons,Serpini1
0.0196175614254937,0.106295020744281,0.375,0.334,1,Neurons,Rabep1
0.0196676802503316,0.111152229056335,0.413,0.363,1,Neurons,Sltm
0.0197161063158408,0.106604926663288,0.112,0.085,1,Neurons,Cpsf6
0.0197445333266016,0.165002142853398,0.589,0.547,1,Neurons,Ndufa13
0.0198471215541796,0.16171641004556,0.44,0.402,1,Neurons,Rpl18
0.0199942020044511,0.111641886933005,0.354,0.314,1,Neurons,Gm9493
0.0200577014484642,0.104841523163143,0.256,0.214,1,Neurons,Gtf2f1
0.0202322178729274,0.105439454973345,0.203,0.168,1,Neurons,Ccdc50
0.0202608191646905,0.126891983972566,0.121,0.094,1,Neurons,Mtfp1
0.0204416037100395,-0.186214011918861,0.328,0.362,1,Neurons,Vdac1
0.0204964538020853,0.168662224251719,0.413,0.371,1,Neurons,Btf3
0.0205713669634412,-0.250596857299887,0.204,0.233,1,Neurons,Ppp1r2
0.0206204261891303,0.106552386256902,0.144,0.115,1,Neurons,Gm10108
0.0206377527687849,0.12757755088151,0.113,0.087,1,Neurons,Zc3h6
0.0206579106056437,0.122243215221903,0.492,0.446,1,Neurons,Uqcr10
0.0208995547859329,0.178221980525287,0.112,0.086,1,Neurons,Unc5c
0.020964155302417,-0.198264718399515,0.149,0.178,1,Neurons,Pkia
0.021031677579236,0.105247101577882,0.159,0.127,1,Neurons,Cited1
0.0210418354302747,0.104627602018484,0.202,0.167,1,Neurons,Snrpb2
0.0211020780877728,0.158643644066763,0.123,0.096,1,Neurons,Gramd1b
0.0212576284816003,0.118267575571971,0.149,0.119,1,Neurons,Setd1b
0.0212790347914508,-0.16466583256286,0.084,0.108,1,Neurons,Gps1
0.0214268252341394,0.112014458318487,0.109,0.084,1,Neurons,Sart1
0.0215707256203714,-0.232227557523044,0.166,0.194,1,Neurons,Rbfox3
0.0216121816949405,0.133124743447896,0.198,0.164,1,Neurons,Tmem87b
0.0216180583684441,0.102117480697182,0.204,0.17,1,Neurons,Ptov1
0.0219867361636074,0.164731485252018,0.154,0.124,1,Neurons,Snhg7
0.0220002108237923,0.108867906646077,0.161,0.129,1,Neurons,Gtf2h1
0.0221531820276919,0.122049432442598,0.163,0.132,1,Neurons,Ing4
0.0223417235186624,0.133031685010152,0.343,0.303,1,Neurons,Arih1
0.0223679552164677,-0.163599803884755,0.317,0.347,1,Neurons,Faim2
0.0226750623025798,0.15465798741703,0.301,0.266,1,Neurons,Ssr4
0.0228498177940868,0.149974990270628,0.351,0.31,1,Neurons,Gad2
0.0229150464670183,0.135886413878275,0.244,0.211,1,Neurons,Manf
0.0229188427717172,-0.217891071053857,0.178,0.207,1,Neurons,Gm21811
0.023037743622142,0.156155011758624,0.103,0.079,1,Neurons,Yars
0.0232445175333801,0.13414724883552,0.14,0.111,1,Neurons,Ryr2
0.0232953494449399,0.101551712472899,0.173,0.143,1,Neurons,4930506M07Rik
0.0233857984007143,0.12509503099558,0.206,0.172,1,Neurons,Puf60
0.0236812247538217,0.105763425834085,0.11,0.084,1,Neurons,Ggt7
0.0241113010537917,0.121917275440954,0.626,0.579,1,Neurons,Rpl21
0.024144458113293,-0.161570507699129,0.089,0.115,1,Neurons,Mtfr1l
0.0243056446431281,-0.295057470920681,0.125,0.149,1,Neurons,Tmem47
0.0249420657306863,0.266517258425107,0.526,0.493,1,Neurons,Pcp4
0.0250330771713404,0.134358819091023,0.122,0.096,1,Neurons,Psme2b
0.0250368736407135,0.167226734608314,0.411,0.37,1,Neurons,Ndufb9
0.0253791870545989,0.139274538768111,0.205,0.172,1,Neurons,Prmt1
0.0254681339271546,0.108872862721309,0.202,0.169,1,Neurons,Psmb7
0.0260402885234834,0.131707736727266,0.267,0.228,1,Neurons,Chmp4b
0.0261339647842977,0.118797186184966,0.233,0.197,1,Neurons,Meaf6
0.0264297891048122,0.116091844294315,0.161,0.131,1,Neurons,Whsc1l1
0.026599901337249,0.137421031841078,0.53,0.49,1,Neurons,Uqcrh
0.0267491664407411,-0.138751238176688,0.602,0.621,1,Neurons,Sept7
0.026834534247059,-0.156106047986612,0.377,0.41,1,Neurons,Pea15a
0.0271275372959789,0.121482498991055,0.135,0.108,1,Neurons,Ryr3
0.0272440705703966,0.137985706879942,0.323,0.282,1,Neurons,Npdc1
0.0273139214398613,-0.200894682143349,0.238,0.267,1,Neurons,Gm21092
0.02745484389994,-0.183162323566386,0.25,0.279,1,Neurons,Hspa4l
0.0276534993146028,0.127392955911085,0.261,0.228,1,Neurons,Smchd1
0.0277933462732195,0.139071476014611,0.132,0.104,1,Neurons,Fstl4
0.0278682705357547,0.153335611112085,0.228,0.192,1,Neurons,Lphn3
0.0282540142887703,0.134453615541527,0.356,0.32,1,Neurons,Eif1b
0.0283166016316546,-0.11186758540899,0.706,0.732,1,Neurons,Cst3
0.0284928874672458,-0.220747617293593,0.211,0.243,1,Neurons,Tomm70a
0.0285882643704691,0.105170445192204,0.574,0.531,1,Neurons,Hnrnpu
0.0286779757948358,0.176525207419471,0.19,0.16,1,Neurons,Lamtor5
0.0287641776870433,0.161080791445472,0.141,0.114,1,Neurons,Plxdc2
0.0288482102333216,-0.19044054246859,0.196,0.224,1,Neurons,Slc30a9
0.0288862549688277,0.137627019742652,0.184,0.153,1,Neurons,Rpp21
0.0289101645928327,-0.210338902248159,0.105,0.128,1,Neurons,Pdha1
0.0289508161566908,-0.137235190780837,0.256,0.29,1,Neurons,Sdf4
0.0291517457310435,0.160596302971399,0.158,0.13,1,Neurons,Pin4
0.0291801010611251,0.214079168786595,0.163,0.133,1,Neurons,Mmd
0.0295651189028796,-0.177579236490487,0.135,0.162,1,Neurons,Slc25a39
0.0299198818515187,-0.183013920181336,0.406,0.433,1,Neurons,Snap47
0.0300868620580917,-0.174467510281384,0.401,0.426,1,Neurons,2410018M08Rik
0.0300945832191144,-0.122496202675418,0.624,0.647,1,Neurons,Ywhaz
0.030300348328588,0.116883736888585,0.114,0.089,1,Neurons,Ppp1r12c
0.0303969509533658,-0.126720024010437,0.454,0.485,1,Neurons,Morf4l2
0.0304047860893285,0.145966657833225,0.299,0.26,1,Neurons,Cyc1
0.0304100130293723,0.16678330384471,0.301,0.265,1,Neurons,Smarca5
0.0308728471778437,-0.214549231659868,0.093,0.115,1,Neurons,Abcf2
0.0312615607502102,0.154489896835601,0.251,0.219,1,Neurons,2610203C20Rik
0.032449792955223,0.16059386250606,0.145,0.118,1,Neurons,Nfasc
0.0325997456366898,0.124124523718794,0.217,0.183,1,Neurons,Supt4a
0.0327564960773592,0.107041737612663,0.149,0.121,1,Neurons,Emc9
0.0331825552475859,0.134529126418063,0.646,0.615,1,Neurons,Atp5j
0.0333042301490117,0.121761597876721,0.154,0.126,1,Neurons,Tgs1
0.0334595719607059,0.118550690311475,0.474,0.434,1,Neurons,Gm10269
0.0334671813793117,-0.199254267448687,0.088,0.109,1,Neurons,Trim32
0.0337331357379372,0.108424157352537,0.152,0.123,1,Neurons,Ufsp2
0.0338748732816806,0.10060611649686,0.106,0.082,1,Neurons,Pisd
0.0340519963406595,0.140860000364428,0.169,0.14,1,Neurons,2010012O05Rik
0.034075827401071,0.175540288069652,0.249,0.219,1,Neurons,Ctcf
0.0341800527412252,-0.221333154625228,0.216,0.242,1,Neurons,Vps35
0.0344744147440084,0.132707623127106,0.202,0.17,1,Neurons,Ubn2
0.0347830772117817,0.132581716089064,0.245,0.211,1,Neurons,Cadps
0.0351185183286647,-0.185965823966575,0.115,0.139,1,Neurons,Mrpl32
0.035251503593484,-0.168867174064758,0.355,0.377,1,Neurons,Gm10036
0.0356459378913992,0.109222008620213,0.681,0.641,1,Neurons,Rps19
0.0357526940958438,0.141995241540035,0.141,0.115,1,Neurons,Nlk
0.0358923526944869,0.104829995491801,0.289,0.251,1,Neurons,Wasl
0.0360273983015837,0.193109477295669,0.158,0.132,1,Neurons,Pcgf5
0.0360662714078662,0.169576779567341,0.14,0.114,1,Neurons,Epb4.1l1
0.0361847928445899,-0.179914918525703,0.144,0.171,1,Neurons,Ssr3
0.0364663374558832,0.150040701783622,0.112,0.089,1,Neurons,Tmf1
0.0364986359978101,0.153742203397957,0.128,0.104,1,Neurons,Mid1ip1
0.0367804369851829,-0.199657082957098,0.164,0.192,1,Neurons,Atf2
0.0368145513788285,0.105808026231878,0.678,0.646,1,Neurons,Rpl9
0.0369655536048582,-0.14759704163287,0.508,0.53,1,Neurons,Dynll2
0.0370281605369926,0.125090504600798,0.448,0.415,1,Neurons,Rpl36a
0.0373091233390245,-0.121807110769862,0.18,0.208,1,Neurons,Apoa1bp
0.0375684715794541,0.11982445967468,0.3,0.263,1,Neurons,Rock2
0.0376279295314615,0.10954823998218,0.108,0.085,1,Neurons,Cdc27
0.0376570379189854,0.16265058847832,0.149,0.124,1,Neurons,Mat2b
0.0376852972081003,0.137843681452907,0.135,0.109,1,Neurons,Ube2h
0.0378309949400712,-0.269130136994958,0.124,0.146,1,Neurons,H3f3a
0.0379330006006203,0.126655684584312,0.163,0.133,1,Neurons,Arl4a
0.0383005815359353,0.106787612828228,0.105,0.082,1,Neurons,Rnaseh2c
0.0383362387849682,0.110945291694568,0.127,0.102,1,Neurons,Eif2s3y
0.0383703270113645,0.11612349787301,0.258,0.223,1,Neurons,Ccdc88a
0.0384043186169865,0.106644581543158,0.611,0.574,1,Neurons,Syt1
0.038877789695824,-0.181086805172024,0.134,0.159,1,Neurons,Paf1
0.0396013010109271,-0.125923860211713,0.091,0.114,1,Neurons,Itpr1
0.0398077316805386,0.101446994041837,0.171,0.142,1,Neurons,Mblac2
0.0401642423757955,-0.142102993457724,0.617,0.632,1,Neurons,Matr3
0.0402086701017771,0.10495158008398,0.102,0.08,1,Neurons,Sec61a2
0.0404174080268629,0.125530757112326,0.147,0.12,1,Neurons,Psmb10
0.0405396912229737,-0.146191222641296,0.331,0.359,1,Neurons,Capza2
0.040711925617246,0.169152760238874,0.108,0.086,1,Neurons,Gatsl2
0.0408454106134144,-0.195001209792491,0.202,0.231,1,Neurons,Ssr1
0.040873896401267,-0.194715350719382,0.218,0.246,1,Neurons,Gm6483
0.0408980565515719,-0.233093574808417,0.156,0.181,1,Neurons,Hmgb3
0.0411932793545618,0.14006846962064,0.101,0.079,1,Neurons,Ccnt2
0.0412837477073956,-0.156608281051376,0.463,0.486,1,Neurons,Pkm
0.0416390226935167,0.138703420361033,0.21,0.18,1,Neurons,Tmem91
0.041651125627743,0.165477509443693,0.148,0.123,1,Neurons,Cacna2d3
0.0417540209956,0.166536586494173,0.132,0.108,1,Neurons,Nr2f2
0.0417683844724642,0.144204459264232,0.168,0.143,1,Neurons,Dlg4
0.0419222089914759,0.152618782676822,0.24,0.211,1,Neurons,Rnf216
0.0421155447895574,-0.107374944968985,0.761,0.78,1,Neurons,Tuba1a
0.0422230587566167,-0.134338058509298,0.119,0.143,1,Neurons,Timm23
0.0425731793753419,0.13551941363411,0.12,0.096,1,Neurons,Cdk4
0.0425751487071538,-0.189846867799519,0.338,0.358,1,Neurons,Psmc5
0.0427191397623419,-0.148757014535204,0.098,0.121,1,Neurons,Zmym2
0.0437304663070804,0.102631960288768,0.252,0.22,1,Neurons,Chchd1
0.0437619999746001,-0.178558842208866,0.158,0.185,1,Neurons,Arxes1
0.0439851744777979,0.103216040445185,0.267,0.234,1,Neurons,Ddx1
0.0447744041546392,0.123588995203227,0.21,0.183,1,Neurons,Glrx3
0.0450334010399599,0.129387925294291,0.154,0.129,1,Neurons,Aak1
0.0451271504612854,0.204297529656325,0.585,0.543,1,Neurons,Ube3a
0.0457197349680792,0.112223517094456,0.122,0.098,1,Neurons,Kansl1
0.0464249336967364,0.195580256109676,0.121,0.098,1,Neurons,Cntnap5a
0.0465127552105054,-0.148927089307022,0.124,0.149,1,Neurons,Tm9sf2
0.0467414471457636,0.140419907394769,0.159,0.133,1,Neurons,Cwf19l2
0.0468113041626766,-0.214397099643565,0.183,0.209,1,Neurons,Dzank1
0.0469411963569789,0.229080522531154,0.192,0.164,1,Neurons,Il1rapl1
0.0470150774920003,-0.178189374854931,0.125,0.148,1,Neurons,Agtpbp1
0.0472554187549743,0.112045223726902,0.117,0.094,1,Neurons,Smndc1
0.0472750560685743,0.123735678949234,0.162,0.135,1,Neurons,Polr3gl
0.0476647461008624,0.136683147392557,0.124,0.101,1,Neurons,Adam23
0.0477532735603931,0.120538708680842,0.118,0.095,1,Neurons,Dirc2
0.0480112421771276,0.112185144940066,0.125,0.102,1,Neurons,Twistnb
0.0481635263532713,-0.174765305916028,0.256,0.282,1,Neurons,Eno1
0.0482761616010986,-0.115040528578099,0.132,0.158,1,Neurons,Ubqln2
0.0483020189886736,-0.11927066443807,0.295,0.322,1,Neurons,Eef2
0.0486129473411131,-0.139645614911537,0.149,0.173,1,Neurons,Cuta
0.0486299932952287,-0.185129624830665,0.301,0.328,1,Neurons,Scd2
0.0486790875540777,0.179170493626685,0.131,0.108,1,Neurons,Snhg9
0.0486953672199926,0.186244304883247,0.195,0.169,1,Neurons,Gls
0.0487257130267872,-0.186637894552996,0.105,0.127,1,Neurons,Utp11l
0.0510727496898854,0.106380613633286,0.155,0.128,1,Neurons,Ndufaf3
0.0513272445518058,-0.128157190325376,0.11,0.133,1,Neurons,Lamtor3
0.051386384470053,0.149028799462325,0.412,0.376,1,Neurons,St13
0.0515870400586973,0.114620855274557,0.131,0.107,1,Neurons,BC029214
0.0518459366994287,0.119928923197836,0.168,0.143,1,Neurons,Zc3h7a
0.0518826801415194,-0.198199789794051,0.124,0.146,1,Neurons,Chst1
0.0519929854210465,-0.185911349279847,0.12,0.14,1,Neurons,Fbxl13
0.0520555511264674,0.136508737263608,0.367,0.334,1,Neurons,Fis1
0.05226759310964,0.127068033985826,0.419,0.391,1,Neurons,Kif5c
0.0525129654414401,-0.139265424420985,0.109,0.132,1,Neurons,Lztfl1
0.0530145680257529,-0.225958733273258,0.104,0.124,1,Neurons,Rpl29
0.0540030179970042,-0.120597668320778,0.084,0.105,1,Neurons,Hif1a
0.0549982666854946,-0.125443966851931,0.091,0.112,1,Neurons,Rap1gds1
0.0554401199547647,-0.189353751985337,0.331,0.356,1,Neurons,Reep5
0.0561495061558304,0.116075114879741,0.211,0.183,1,Neurons,Leo1
0.0562344602892657,-0.12054875909847,0.572,0.594,1,Neurons,Ckb
0.0563338370730652,-0.148489642095744,0.17,0.197,1,Neurons,Gm5499
0.0566436721438484,-0.118090190530633,0.095,0.116,1,Neurons,Ube2v2
0.0567683448283052,0.171526630215113,0.129,0.107,1,Neurons,Lrrc7
0.0573194286808273,0.108670772790128,0.223,0.194,1,Neurons,Safb2
0.0575079347204636,-0.202753595869442,0.18,0.205,1,Neurons,Plaa
0.0575765087441209,0.144906647153153,0.244,0.215,1,Neurons,Cds2
0.0577714479210259,-0.16170233020665,0.238,0.262,1,Neurons,Anapc5
0.0578598581151853,-0.169547483075981,0.382,0.405,1,Neurons,Rufy3
0.0579041345675224,0.101237451042568,0.718,0.684,1,Neurons,Rps29
0.0581335233730632,0.160255039983707,0.129,0.107,1,Neurons,Zfp280d
0.0589898748615603,0.100478750694425,0.172,0.146,1,Neurons,Ncoa1
0.0590093537076876,0.11586793892439,0.108,0.087,1,Neurons,Ngdn
0.0594086399317882,0.124119808317043,0.245,0.214,1,Neurons,Apc
0.0596287211506905,-0.127030389852177,0.091,0.112,1,Neurons,Impdh2
0.0597263645525178,0.120824513286744,0.325,0.293,1,Neurons,Denr
0.0600834644520244,-0.174454921488172,0.304,0.33,1,Neurons,C130026I21Rik
0.0602451432738053,0.122894086920197,0.183,0.156,1,Neurons,Nup210l
0.0606493768180459,0.111023471714646,0.171,0.145,1,Neurons,Tmed4
0.0607130870273617,-0.150064363798109,0.246,0.273,1,Neurons,Pcbp2
0.0607994051505636,0.101046011391713,0.112,0.089,1,Neurons,Arl4c
0.0610562296646807,0.116315509689086,0.34,0.308,1,Neurons,Cetn3
0.0613199009644424,0.100667755345258,0.152,0.127,1,Neurons,Ubxn6
0.0614030820055545,-0.14893361872731,0.134,0.158,1,Neurons,Syt10
0.0616035037524543,0.124216060970712,0.214,0.187,1,Neurons,Prkce
0.0616383697884759,-0.106917641256427,0.261,0.291,1,Neurons,Atp5g2
0.0619126953525608,0.139144853774865,0.295,0.265,1,Neurons,Adsl
0.0626064432315712,0.190751298922023,0.142,0.12,1,Neurons,Sfswap
0.0627459662407482,0.106400209417366,0.11,0.089,1,Neurons,Apoo-ps
0.0633679348263094,-0.176874192495159,0.29,0.314,1,Neurons,Dpysl2
0.0637948354694716,-0.116158404480082,0.124,0.148,1,Neurons,Zscan26
0.0639639190768282,0.113572935203037,0.129,0.107,1,Neurons,Manbal
0.0643002565641391,0.128465091316659,0.117,0.095,1,Neurons,Pxk
0.0655590620510826,-0.132385734382508,0.107,0.128,1,Neurons,Atp1b2
0.0656021740274225,0.113316708948764,0.113,0.092,1,Neurons,Gnaz
0.0662739536677257,-0.151756647225362,0.082,0.101,1,Neurons,Fam3c
0.0664266686377893,0.108292474624631,0.105,0.085,1,Neurons,Olfm3
0.0666976939826216,0.236410218195972,0.149,0.127,1,Neurons,Frmd4a
0.0667570079985722,0.229488956534625,0.199,0.175,1,Neurons,Grid2
0.0669397097486659,0.189537506508341,0.154,0.132,1,Neurons,Dscam
0.0669833871152547,-0.17144869370541,0.121,0.142,1,Neurons,Tpd52
0.067449587307745,-0.132814224786105,0.198,0.223,1,Neurons,Pcdhga9
0.0676965757618794,0.171899538907907,0.213,0.189,1,Neurons,Ip6k1
0.0680251704056326,-0.132670537242976,0.102,0.124,1,Neurons,Tusc2
0.0683131573858564,0.114670035091584,0.107,0.087,1,Neurons,Prkar2a
0.0686001769223337,-0.203580239190763,0.171,0.195,1,Neurons,Copg1
0.0691518718246985,-0.100797204166427,0.304,0.331,1,Neurons,Ash1l
0.0693104346712023,-0.158151441910509,0.355,0.378,1,Neurons,Fam115a
0.0693216815790039,-0.135242054041043,0.315,0.341,1,Neurons,Pnck
0.070105981736147,-0.134205945435388,0.162,0.185,1,Neurons,Aktip
0.070112022328086,-0.115514593744263,0.474,0.496,1,Neurons,Psip1
