p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Cell_type,GENE
4.19866974341415e-05,0.186238675180061,0.692,0.635,0.883064220434863,Neurons,Rpl35a
4.25433559341313e-05,0.181803297560738,0.341,0.266,0.894771862006649,Neurons,Marcks
4.30360907938938e-05,-0.377538906753291,0.348,0.402,0.905135061577175,Neurons,Nptn
4.37348616532077e-05,0.324762726525067,0.191,0.136,0.919831610290265,Neurons,Hbb-bs
5.46719177000747e-05,-0.270969676594691,0.579,0.622,1,Neurons,mt-Nd4l
5.56517046028876e-05,0.331926980250732,0.254,0.192,1,Neurons,Gadd45g
7.06469942375577e-05,0.215770459881715,0.287,0.222,1,Neurons,Itgbl1
7.50683969555371e-05,0.199593200962293,0.341,0.268,1,Neurons,Rnpc3
7.65323061020089e-05,-0.307304934962896,0.294,0.351,1,Neurons,G3bp2
7.70090537263621e-05,0.210824239466227,0.52,0.461,1,Neurons,Gm5428
8.23259047047659e-05,0.151081675603323,0.727,0.68,1,Neurons,Uchl1
8.28134431472735e-05,0.244348107922373,0.25,0.188,1,Neurons,Tia1
8.46173443949575e-05,0.225550195145087,0.171,0.119,1,Neurons,Jakmip2
8.58459532721251e-05,-0.228954077576788,0.681,0.716,1,Neurons,Hnrnpa2b1
8.64770188786351e-05,0.22782383428376,0.214,0.157,1,Neurons,1500009C09Rik
0.000104437791327922,0.449937644288147,0.224,0.169,1,Neurons,Asic2
0.000106191893321884,-0.241953597872566,0.583,0.624,1,Neurons,Gapdh
0.000108875462753659,0.119622799020824,0.426,0.351,1,Neurons,Fos
0.000110808260755923,0.181679540907214,0.559,0.495,1,Neurons,Rpl39
0.000125744983812275,0.184340227317938,0.594,0.527,1,Neurons,Rpl34
0.00012760295835193,0.184324938079149,0.752,0.703,1,Neurons,Gm10076
0.000141736923235485,0.212851361750611,0.493,0.428,1,Neurons,Sepw1
0.000148495509145966,-0.366325522249671,0.204,0.255,1,Neurons,Hs6st2
0.000148502124854016,0.192452749355533,0.415,0.349,1,Neurons,Rassf3
0.000149935805138338,0.254006561815962,0.164,0.115,1,Neurons,Kdm1a
0.000150408737042942,0.206700734444027,0.563,0.508,1,Neurons,Rps3a2
0.00015532789187956,0.193382822304157,0.578,0.518,1,Neurons,Cfl1
0.00016047594499749,0.237405210506295,0.353,0.291,1,Neurons,Fam178b
0.000160541861182921,-0.193433500346064,0.615,0.648,1,Neurons,Ddx5
0.000164007898496346,0.16862431180029,0.136,0.09,1,Neurons,Akirin2
0.000169090857173493,0.217687341887123,0.411,0.342,1,Neurons,Pou2f3
0.00017294950291708,0.287685937616688,0.263,0.207,1,Neurons,Tanc2
0.00019129487613473,0.22652396521045,0.493,0.438,1,Neurons,Taf1c
0.000204463025197762,0.171237439023082,0.11,0.07,1,Neurons,Ccdc173
0.000211181575323349,0.227510660187262,0.49,0.432,1,Neurons,Gm6472
0.000211633919153765,0.187361350305331,0.123,0.081,1,Neurons,Ppp4r2
0.000213152158485088,0.187320984108618,0.689,0.641,1,Neurons,Snrpn
0.000226390101476651,0.114411781848934,0.179,0.127,1,Neurons,Csrnp3
0.000232009116780267,0.124436371346936,0.897,0.88,1,Neurons,Gnaq
0.000246262130974226,0.190393102752054,0.13,0.087,1,Neurons,Gnb4
0.000254494260275292,0.205921056716065,0.607,0.548,1,Neurons,Gm2000
0.00026641655604389,0.259489890086642,0.198,0.146,1,Neurons,A330076H08Rik
0.000274366036087545,-0.330710278941933,0.215,0.264,1,Neurons,Tubb4b
0.000277302022225836,0.232733994814022,0.139,0.095,1,Neurons,Dnajc17
0.000279718869996284,-0.208003317946559,0.694,0.712,1,Neurons,Hspa8
0.00028489245896919,-0.253729162403647,0.099,0.141,1,Neurons,Gm5506
0.000285084849471716,-0.289259912965896,0.127,0.172,1,Neurons,Stub1
0.000302808892868628,0.154986017328973,0.163,0.114,1,Neurons,Raph1
0.000309342773213773,0.174406614846097,0.406,0.334,1,Neurons,Jun
0.000330018673183261,-0.230481547152462,0.202,0.255,1,Neurons,Gm10116
0.000356612859903687,0.278311357069619,0.202,0.152,1,Neurons,Ccni
0.000358471517115787,-0.306426544101951,0.279,0.33,1,Neurons,Rcn2
0.000381919597586498,0.104855120281418,0.228,0.171,1,Neurons,Kif2a
0.000386646043276435,0.22748977242046,0.17,0.123,1,Neurons,Atp1a1
0.000392054604953,0.217514849056236,0.463,0.405,1,Neurons,Gm7808
0.000393110100629433,0.190037633295207,0.279,0.22,1,Neurons,2700060E02Rik
0.000395522070481922,0.171801978013667,0.708,0.648,1,Neurons,Fau
0.000396139045467544,0.232476478756418,0.424,0.366,1,Neurons,Mir682
0.000408537719222143,-0.17931570954002,0.83,0.835,1,Neurons,Actb
0.000420196994521689,0.255767054590869,0.202,0.152,1,Neurons,Dcc
0.000424678738164131,-0.163159528345628,0.593,0.631,1,Neurons,Tmem130
0.000439920352987704,0.247822203509,0.184,0.137,1,Neurons,Eya2
0.000474882178245362,-0.256677053122381,0.074,0.11,1,Neurons,Sqle
0.000477563465484181,0.222275646167771,0.306,0.246,1,Neurons,1500012F01Rik
0.000488026375477652,0.111921949019194,0.524,0.45,1,Neurons,Rpl27-ps3
0.000488502599468221,0.166661526042377,0.73,0.682,1,Neurons,Cxx1a
0.000523456948734662,0.248931848511218,0.182,0.134,1,Neurons,Tle4
0.000532872678489927,0.44709282755408,0.197,0.152,1,Neurons,Dnajb1
0.000541347933739764,0.22751939169475,0.114,0.076,1,Neurons,Gps2
0.000560463309435412,0.216475274555341,0.328,0.272,1,Neurons,Gm8420
0.000565355452046168,0.211701034361787,0.364,0.307,1,Neurons,Rpl9-ps6
0.00058021915688133,0.173144950808168,0.25,0.193,1,Neurons,Guk1
0.000602542574787901,0.164789155252898,0.553,0.496,1,Neurons,Gm11808
0.00061058880124092,-0.320447850590426,0.233,0.279,1,Neurons,Eif4g2
0.000651318575581947,0.199597296616351,0.282,0.226,1,Neurons,Hnrnpd
0.000652575006210539,0.175705612599939,0.536,0.479,1,Neurons,Dync1i2
0.000677155338515015,0.181310075574886,0.401,0.337,1,Neurons,Stmn4
0.000703378005236065,-0.299517564281188,0.073,0.108,1,Neurons,Nf1
0.000708580579824212,0.175518773084034,0.301,0.243,1,Neurons,Lamp1
0.000725723570497582,0.187378970867514,0.199,0.152,1,Neurons,Lrrfip1
0.000732871373341294,0.229308084795581,0.197,0.149,1,Neurons,Ube2e2
0.000750616857987817,0.142833904427221,0.767,0.737,1,Neurons,Cox4i1
0.000760290957393254,0.243520576099988,0.2,0.152,1,Neurons,Frmd5
0.000760898239808162,-0.241236570930645,0.118,0.161,1,Neurons,Ppp2r5a
0.000765047072135481,-0.197685178534235,0.386,0.446,1,Neurons,Dner
0.000772194892761831,0.249184313273695,0.198,0.152,1,Neurons,1700086L19Rik
0.000834752022408862,0.18496340510601,0.569,0.515,1,Neurons,Ipcef1
0.000846247803006416,0.212598195114505,0.156,0.112,1,Neurons,Cacna1a
0.000878520239667193,0.15448987271204,0.384,0.322,1,Neurons,Ythdc1
0.00090586563615531,0.146034049475365,0.643,0.581,1,Neurons,Rbm39
0.000911171966577257,0.214690121568314,0.103,0.068,1,Neurons,Tmem29
0.000918170961177053,0.187439159354586,0.403,0.345,1,Neurons,Mt3
0.000940420376849973,0.156942145035023,0.181,0.134,1,Neurons,Ppp2r2d
0.000955646234600951,0.212900591849389,0.169,0.124,1,Neurons,Cygb
0.00097821661116398,0.279269746660205,0.497,0.437,1,Neurons,Nrg3
0.00100156062609844,-0.135853000911129,0.851,0.867,1,Neurons,Atp1b1
0.00100853382373359,0.207218255261673,0.294,0.239,1,Neurons,1700034P13Rik
0.00102142417105472,-0.168508870068645,0.695,0.723,1,Neurons,Map1b
0.00103798734495289,-0.104681419382961,0.925,0.936,1,Neurons,Hsp90aa1
0.00104056845614342,0.191341625971603,0.439,0.385,1,Neurons,Ndufb2
0.00106666727032078,-0.290691090620384,0.334,0.379,1,Neurons,Mbd5
0.00107034452799473,0.202084043349822,0.121,0.084,1,Neurons,Amy1
0.00107330018528573,0.176551533630576,0.505,0.447,1,Neurons,Tecpr2
0.00109171915068528,0.164515122225022,0.24,0.188,1,Neurons,Nptxr
0.00112364998280558,0.198839525368374,0.644,0.596,1,Neurons,Rps7
0.00113617227211641,0.114605366602325,0.126,0.088,1,Neurons,Cacna1e
0.0011699148240969,0.142592508278604,0.337,0.279,1,Neurons,Ncor1
0.00123203876711012,0.191562496091957,0.3,0.244,1,Neurons,Adamts6
0.001238651476411,0.153080324348521,0.143,0.102,1,Neurons,Nrp2
0.00124630179020764,0.220279187846471,0.117,0.081,1,Neurons,Klb
0.00126443589730514,0.164369652244821,0.609,0.554,1,Neurons,C330021F23Rik
0.00131346715346082,0.110436752356823,0.173,0.129,1,Neurons,Timm10b
0.00131757405962515,0.262623430479755,0.189,0.146,1,Neurons,R3hdm2
0.00136473270119868,0.208531313632466,0.285,0.233,1,Neurons,Macrod2
0.00136596840423418,0.173566679809944,0.558,0.502,1,Neurons,Gm7536
0.00143841422739302,-0.203646311058145,0.186,0.234,1,Neurons,Immt
0.00146348260370168,-0.168450265224581,0.588,0.635,1,Neurons,Skp1a
0.00147951833281353,-0.224227719683798,0.487,0.521,1,Neurons,Gnao1
0.00151937129321451,0.163369611311243,0.741,0.712,1,Neurons,Rpl37
0.00152508322358062,-0.268462310186252,0.397,0.438,1,Neurons,9330111N05Rik
0.00158880528045667,-0.21626301442504,0.143,0.185,1,Neurons,Reep1
0.00159768327013418,0.210536549040382,0.159,0.118,1,Neurons,Rab12
0.00162125612931154,0.193408551926015,0.154,0.114,1,Neurons,Smg1
0.00174590183051596,0.214275095928086,0.261,0.213,1,Neurons,D230025D16Rik
0.00175731034032167,0.157311892570023,0.591,0.541,1,Neurons,Rps13
0.00176247096771339,0.153912967205383,0.105,0.072,1,Neurons,Ptpn12
0.00177193469125749,-0.220236920029036,0.101,0.138,1,Neurons,Gm6104
0.00181709419164987,0.187317318350905,0.239,0.192,1,Neurons,Ulbp1
0.00182504864753494,0.157886027983278,0.239,0.189,1,Neurons,Tbcb
0.00182808581101142,-0.153426558873016,0.895,0.917,1,Neurons,mt-Nd1
0.00183983855878789,0.222570661463434,0.175,0.134,1,Neurons,Zfp91
0.00188289121057824,0.236501955737814,0.12,0.085,1,Neurons,2010107G23Rik
0.00198422960555591,-0.194532639948282,0.118,0.157,1,Neurons,Plekhb2
0.00201148110135162,-0.184997378750491,0.088,0.121,1,Neurons,Ube2e1
0.00203850471608244,0.152012337604491,0.261,0.211,1,Neurons,Pcbd1
0.00209510553222686,0.154101541074075,0.168,0.126,1,Neurons,Fam35a
0.00209658961716083,0.167796326065155,0.431,0.372,1,Neurons,Ank3
0.00214783555657052,0.157810276011666,0.603,0.55,1,Neurons,Rps23
0.00216020497560898,0.178197527045549,0.192,0.149,1,Neurons,Hypk
0.00216914102965032,0.162134891827936,0.107,0.075,1,Neurons,Gm26384
0.00219542942258475,-0.319269651281652,0.201,0.24,1,Neurons,Tgoln1
0.00227185300745471,0.114497654922118,0.317,0.261,1,Neurons,Hnrnpm
0.00230353190804618,0.137524237299923,0.214,0.169,1,Neurons,Matk
0.00234186919909189,0.227192552235908,0.388,0.344,1,Neurons,Sart3
0.00234291805452887,-0.220670874412817,0.202,0.246,1,Neurons,Tcp1
0.00235959875376048,0.133896357391224,0.343,0.287,1,Neurons,Cplx2
0.00240989838297216,0.149594949733487,0.637,0.589,1,Neurons,Rpl32
0.00242903999335555,0.169572554961834,0.105,0.072,1,Neurons,Boll
0.00249596572038214,0.132344650639415,0.585,0.542,1,Neurons,Rpl36
0.00252079966846483,0.164081005838083,0.39,0.338,1,Neurons,Pnrc1
0.00252795418950078,0.173314437435769,0.277,0.225,1,Neurons,Oscp1
0.00253085675447886,0.165005193199084,0.125,0.09,1,Neurons,Erc1
0.00257931562045558,0.153348991878429,0.122,0.087,1,Neurons,Rbl1
0.00261144213053796,0.168139966662221,0.173,0.131,1,Neurons,Itsn2
0.00265404229480556,0.179888848372027,0.256,0.209,1,Neurons,N4bp2l1
0.00269517227461741,0.154713742930728,0.166,0.126,1,Neurons,2310036O22Rik
0.00270416836873764,0.18902351066364,0.393,0.339,1,Neurons,Gm5093
0.0027496193629204,-0.220764249858823,0.232,0.274,1,Neurons,Grcc10
0.00276735182130479,-0.238588632023924,0.161,0.201,1,Neurons,Dos
0.00280875339301973,0.14025229903582,0.204,0.159,1,Neurons,Eef1a2
0.00283648694506278,0.172057119996881,0.108,0.076,1,Neurons,Gm16178
0.00290489904630827,-0.154322343943351,0.667,0.693,1,Neurons,Gprasp1
0.00292153527708997,0.126352345792964,0.118,0.084,1,Neurons,Snhg1
0.0029387062697248,0.11248040379614,0.326,0.271,1,Neurons,Rgs17
0.00294525301187642,0.132230327462595,0.641,0.577,1,Neurons,Sfrs18
0.00295547399051073,-0.264236109239287,0.071,0.101,1,Neurons,Rab9b
0.0029568327566733,0.172986714730638,0.138,0.101,1,Neurons,Vps13a
0.003010195579677,0.15336003464743,0.555,0.503,1,Neurons,Snrnp70
0.00302599018504184,0.175225541653825,0.301,0.246,1,Neurons,Fxr1
0.00311359820751511,0.204409190157911,0.234,0.19,1,Neurons,Rbm17
0.0031207475037311,-0.164759103385533,0.39,0.436,1,Neurons,Gnl3l
0.00320926519205556,0.130923854169999,0.509,0.449,1,Neurons,Gnas
0.00331681096616652,0.132659688648065,0.195,0.152,1,Neurons,Rpl21-ps6
0.00332918274980073,-0.141802867555012,0.788,0.8,1,Neurons,Scg5
0.00335134524482838,0.154304356274632,0.687,0.653,1,Neurons,Rrm2b
0.00335421496406608,0.166238407230761,0.258,0.212,1,Neurons,Otud7a
0.00337267912914254,-0.218549520362131,0.428,0.456,1,Neurons,Tmem30a
0.0033970764385742,0.190360022089908,0.405,0.351,1,Neurons,Rpl36al
0.00349257725559207,0.169450677341349,0.17,0.129,1,Neurons,Mrpl11
0.00354388092068137,0.14504171464004,0.156,0.117,1,Neurons,Tctex1d2
0.00355136048264164,0.177712816491593,0.108,0.077,1,Neurons,Ppp1r15a
0.00355726535520014,0.163625140027881,0.229,0.185,1,Neurons,Hmgn3
0.00364301242508948,0.184875391662423,0.139,0.103,1,Neurons,Cep70
0.00378150393282533,0.18097454342569,0.132,0.097,1,Neurons,Atxn1
0.00383934189174744,0.14435530527676,0.161,0.122,1,Neurons,Xkr4
0.00390603243653563,-0.191192945214421,0.658,0.672,1,Neurons,Prnp
0.00396978675998934,0.149326743550936,0.206,0.164,1,Neurons,Rac1
0.00398738202454209,-0.12913258648625,0.16,0.199,1,Neurons,Apoe
0.00406287312281624,0.111953828373698,0.599,0.543,1,Neurons,Wbp5
0.00415565631254954,-0.200446413697116,0.207,0.251,1,Neurons,Cltc
0.00415802028329615,0.22046637589861,0.256,0.213,1,Neurons,Ncam2
0.00417050451662385,0.151533631692105,0.14,0.104,1,Neurons,Iws1
0.00421133735896554,-0.16469826706038,0.477,0.513,1,Neurons,Gpm6a
0.00438837359065839,0.200408659230703,0.267,0.219,1,Neurons,Negr1
0.00444560826464971,0.138022253541359,0.222,0.178,1,Neurons,Chordc1
0.00444568201593042,-0.168351308102418,0.253,0.296,1,Neurons,Actg1
0.00450726786549797,0.199522919529364,0.183,0.143,1,Neurons,Ogfrl1
0.00450977745521602,0.115415255818401,0.59,0.528,1,Neurons,Atp5g3
0.00454552795028541,0.167555045540637,0.188,0.148,1,Neurons,Mcfd2
0.00455031421743037,0.181918543500079,0.229,0.185,1,Neurons,Ppfia2
0.00458231444904848,0.113178864682062,0.757,0.742,1,Neurons,Rplp1
0.00463252875825209,0.15073117089238,0.191,0.152,1,Neurons,Ift81
0.00464451229946088,0.115162187066112,0.285,0.237,1,Neurons,Rabl6
0.00464857002319909,-0.156801188996205,0.086,0.117,1,Neurons,Smarce1
0.00465439973370234,0.165159832720968,0.408,0.354,1,Neurons,Akap8l
0.00470433012569568,0.114741175948893,0.101,0.071,1,Neurons,Rexo4
0.00476692005830536,0.197926055997287,0.205,0.164,1,Neurons,Scand1
0.00487663753697515,0.156447496459348,0.146,0.111,1,Neurons,Mrpl14
0.00492542964183497,0.138830200596968,0.696,0.645,1,Neurons,Ndufa4
0.00493009382493035,0.122448610458398,0.138,0.103,1,Neurons,Mob1b
0.00508012322840845,0.152941199459038,0.335,0.288,1,Neurons,Soga3
0.00531369726545529,0.140692329396074,0.407,0.357,1,Neurons,Gm11273
0.00547148940526539,0.220327415955274,0.107,0.078,1,Neurons,Rrnad1
0.00554326429018924,-0.205576940832573,0.083,0.114,1,Neurons,Rprd1a
0.00554814893907236,0.319824914535715,0.173,0.136,1,Neurons,Mgat4c
0.00564581176699946,0.191575091819953,0.396,0.345,1,Neurons,Ndufs6
0.00591106248626576,0.10620137502966,0.261,0.213,1,Neurons,Rbm3
0.0060106412187028,-0.234463526030683,0.544,0.562,1,Neurons,Maged1
0.00605149874996931,0.222601551704399,0.109,0.079,1,Neurons,2610019E17Rik
0.00617896556989108,0.131346616846049,0.413,0.357,1,Neurons,Psmb3
0.0063128502331345,0.119039614558579,0.129,0.095,1,Neurons,Mrpl46
0.0063438305036537,0.36239631335631,0.28,0.235,1,Neurons,Dlg2
0.00640131727896221,-0.200454539352753,0.195,0.232,1,Neurons,Dstn
0.00644377507078228,0.197177228276614,0.263,0.22,1,Neurons,2410006H16Rik
0.00645934400625122,0.15325809442077,0.271,0.225,1,Neurons,Nicn1
0.00647100439652742,-0.177273346367534,0.168,0.204,1,Neurons,Nrcam
0.00666112450824398,0.113466513144902,0.66,0.631,1,Neurons,Rps5
0.00668197239537597,0.173948481593126,0.218,0.18,1,Neurons,Ift20
0.00679089039573157,-0.223397667145996,0.139,0.174,1,Neurons,Hmgcs1
0.00688797770181708,0.153667203595488,0.234,0.193,1,Neurons,Mrpl21
0.0069081603661018,0.112530026821654,0.171,0.133,1,Neurons,Tnrc6c
0.00692606840849641,0.141376041301905,0.478,0.426,1,Neurons,Ndufb5
0.00693663885911422,0.118676540832663,0.624,0.567,1,Neurons,Gabarapl1
0.00697323953016384,0.180469806616636,0.146,0.113,1,Neurons,Dnajc21
0.0069863322123808,0.123018006108607,0.72,0.678,1,Neurons,Rpl11
0.00707447916552036,-0.506568236362087,0.074,0.101,1,Neurons,Tac1
0.00722130840254073,0.182239593075149,0.394,0.34,1,Neurons,Grm8
0.00725497603087664,0.157676868228106,0.112,0.083,1,Neurons,Brd7
0.00727327148642054,-0.231166567207249,0.116,0.149,1,Neurons,Plp1
0.00727765812861535,-0.249569268606042,0.142,0.176,1,Neurons,Tmem255a
0.00729775046988898,0.133494924293182,0.17,0.133,1,Neurons,Rbm26
0.00736551952337883,0.163308562908848,0.126,0.095,1,Neurons,Usp16
0.00742041020609006,-0.237182863838219,0.137,0.171,1,Neurons,Wdr6
0.00743407222287308,-0.149660540715307,0.08,0.109,1,Neurons,Rmdn3
0.00759633714463135,0.149624599010252,0.164,0.129,1,Neurons,Tln1
0.00761136068571208,0.144476354615835,0.515,0.467,1,Neurons,Ubl5
0.00768403893216812,0.177256576646771,0.406,0.362,1,Neurons,Luc7l2
0.00789260378118525,0.20147685528123,0.112,0.083,1,Neurons,RP23-32A8.1
0.00809494284403557,0.130176008580173,0.149,0.114,1,Neurons,Celf3
0.008138217915773,0.152091281265039,0.253,0.209,1,Neurons,Cdc5l
0.0083565366747882,0.171885363942187,0.105,0.077,1,Neurons,Aggf1
0.00837826164499599,-0.182618570092145,0.088,0.116,1,Neurons,Actr8
0.0086104741382982,-0.367285522426531,0.623,0.641,1,Neurons,Chgb
0.00866769620409959,0.141401609897533,0.541,0.5,1,Neurons,Rpl30
0.00872074554456325,0.139435795515086,0.398,0.35,1,Neurons,Acin1
0.00873427173369386,0.134816451877663,0.146,0.112,1,Neurons,Ccl27b
0.00879383877373534,-0.199264655665602,0.108,0.14,1,Neurons,Opa1
0.00888289959448959,0.11806701696154,0.311,0.26,1,Neurons,Gnb1
0.00888799370439716,0.167781526349915,0.187,0.151,1,Neurons,Bbs4
0.00901893198659219,0.102198875896902,0.19,0.15,1,Neurons,Ctxn2
0.00903893401525377,0.111220734246219,0.22,0.178,1,Neurons,Eml5
0.00904492398665588,0.192543594460325,0.138,0.107,1,Neurons,Lias
0.00909983012528404,0.146260954892166,0.141,0.109,1,Neurons,5730522E02Rik
0.00910560821136586,-0.239638376815077,0.133,0.164,1,Neurons,Plce1
0.009277957523978,0.105540238644635,0.252,0.209,1,Neurons,Kcnq5
0.00928704579710062,0.209063538883071,0.1,0.072,1,Neurons,Hba-a2
0.00941749881735837,0.138400241570773,0.105,0.077,1,Neurons,Pip5k1b
0.00942506313710008,-0.185568627723428,0.118,0.149,1,Neurons,Pcdh10
0.00944678985522736,0.152977331963279,0.469,0.422,1,Neurons,Trim2
0.00950928299857644,0.122393171416512,0.598,0.562,1,Neurons,Rps3a1
0.00952994178637913,0.153197446916151,0.331,0.286,1,Neurons,Ier3ip1
0.00957236885707806,-0.228719019491147,0.104,0.134,1,Neurons,Tob1
0.0096978528071411,-0.212783025356629,0.287,0.322,1,Neurons,Vcp
0.00970012949564499,0.100392591594969,0.333,0.283,1,Neurons,Oxct1
0.00982814938441881,0.101712423325396,0.195,0.155,1,Neurons,Cops8
0.009838246139864,0.152889437284625,0.534,0.481,1,Neurons,Tmem132d
0.0098453137567478,0.1477016395632,0.208,0.169,1,Neurons,Psmd8
0.009954808162119,0.135555169877959,0.135,0.104,1,Neurons,Mgea5
0.0100759425899184,-0.190625073458246,0.144,0.179,1,Neurons,Abhd12
0.0100811139712028,0.188104881634395,0.138,0.107,1,Neurons,Ube2e3
0.0102176582414501,-0.268250845400247,0.131,0.163,1,Neurons,Anxa5
0.0102281501237337,0.114138372489813,0.303,0.257,1,Neurons,Gm10275
0.010251634337491,-0.187670572197422,0.1,0.129,1,Neurons,Fto
0.0102833534141976,-0.228524042224885,0.081,0.107,1,Neurons,Extl2
0.0102900370647727,-0.150775012095393,0.342,0.376,1,Neurons,Btrc
0.0103659012240924,0.127039084220703,0.726,0.692,1,Neurons,Rps14
0.0103919171958026,0.157180639255235,0.124,0.095,1,Neurons,Adam2
0.0104303197846584,-0.182705440780455,0.159,0.192,1,Neurons,Bbs9
0.0104314164767457,0.202129982108709,0.1,0.073,1,Neurons,Grid1
0.0104369008713267,0.108359023394419,0.106,0.078,1,Neurons,Sp4
0.0105200710814688,0.12618760022649,0.336,0.29,1,Neurons,Kmt2e
0.0106901791638222,0.195820183407452,0.284,0.244,1,Neurons,Mapk10
0.0107557656824304,0.111701063061,0.522,0.472,1,Neurons,Rps20
0.010913183741331,0.333548002406914,0.252,0.215,1,Neurons,Ctnna2
0.0109232138909503,-0.230404505637528,0.229,0.264,1,Neurons,Ap2m1
0.0110110445333827,0.122390839120541,0.2,0.163,1,Neurons,Tmem57
0.0110627224542462,0.146115879374426,0.325,0.277,1,Neurons,Serp2
0.0110691096431966,0.137296927785274,0.445,0.403,1,Neurons,Gm15286
0.011345603357552,0.145114573522962,0.456,0.408,1,Neurons,Ndufb4
0.0113478233228313,0.14273600660883,0.238,0.2,1,Neurons,Amd1
0.011426358989674,0.153369091501308,0.197,0.16,1,Neurons,Ralgapa1
0.0114278791833882,-0.194690601893832,0.101,0.13,1,Neurons,Sept8
0.0115423705193475,0.135504248671407,0.117,0.088,1,Neurons,Vstm2l
0.0116372368772424,0.149404850591919,0.113,0.085,1,Neurons,Ash2l
0.0116871276110191,0.122640767236439,0.302,0.255,1,Neurons,Ptms
0.0117317313828815,-0.222093184804596,0.239,0.271,1,Neurons,Gstp2
0.0118863854800207,0.116243701344788,0.249,0.208,1,Neurons,Gripap1
0.012012527168422,-0.184128502074035,0.488,0.515,1,Neurons,Cd81
0.0121206172826343,0.139866968643926,0.113,0.085,1,Neurons,Sobp
0.0121404007056946,0.105655491066929,0.613,0.576,1,Neurons,Trpm4
0.0121706622448961,0.196990125819167,0.16,0.128,1,Neurons,Dnajc12
0.0121994137653436,-0.219689183491605,0.216,0.249,1,Neurons,Rab18
0.0122075104842572,-0.226299868376477,0.433,0.456,1,Neurons,Hspd1
0.0122411542131709,-0.13773582204632,0.538,0.571,1,Neurons,Rab2a
0.0123885697795169,-0.227723895664941,0.338,0.371,1,Neurons,Tubb3
0.0125259009256204,-0.184073533388247,0.273,0.311,1,Neurons,Capzb
0.0125722955021468,-0.125932889281987,0.697,0.708,1,Neurons,Ywhab
0.0126236402001239,0.14882656496809,0.272,0.233,1,Neurons,Zrsr1
0.0126349573814285,0.117980320913696,0.246,0.205,1,Neurons,Bscl2
0.0127029114049833,0.122378992884227,0.117,0.088,1,Neurons,Grip1
0.012784287699181,-0.176553744831072,0.122,0.153,1,Neurons,Slc25a46
0.0128875628053011,0.172878067549111,0.362,0.323,1,Neurons,Myo7a
0.012964650153555,-0.207899599363472,0.084,0.111,1,Neurons,Kcnc2
0.0130076780542612,0.14105550139086,0.19,0.155,1,Neurons,Rwdd2a
0.0130084683636537,-0.209976161869617,0.389,0.422,1,Neurons,Pura
0.0130475139982687,0.143840688863004,0.13,0.1,1,Neurons,D430019H16Rik
0.0130811632106127,-0.390463830510802,0.364,0.396,1,Neurons,Chga
0.0131010276892853,0.121398198878285,0.271,0.232,1,Neurons,Grina
0.0131498980949103,-0.151189898014907,0.105,0.135,1,Neurons,Btf3l4
0.0132520443867684,0.105120439950018,0.555,0.515,1,Neurons,Rps12
0.0132648008461618,0.125385200640516,0.28,0.24,1,Neurons,Hdgfrp3
0.013283662689608,-0.236910069663027,0.345,0.376,1,Neurons,Ftl1
0.013301294350575,-0.21199433918588,0.391,0.419,1,Neurons,Hnrnpa3
0.0135215444862617,-0.229054665242351,0.115,0.144,1,Neurons,Crbn
0.013601888809382,-0.201396027398415,0.19,0.223,1,Neurons,Dnajc10
0.0138959361241296,-0.132658331333429,0.103,0.132,1,Neurons,Tprkb
0.0139956438502521,0.210722984240521,0.193,0.159,1,Neurons,Calb2
0.0141804232959652,0.137336943062251,0.137,0.107,1,Neurons,Fam189a1
0.0142128163491703,0.103086312910588,0.122,0.093,1,Neurons,Fam193a
0.0142173492435389,0.100507226769968,0.139,0.108,1,Neurons,Lsm3
0.0143435266625692,0.11632555171119,0.621,0.587,1,Neurons,Rpl8
0.0147240500527639,0.159258753351929,0.157,0.126,1,Neurons,Tmem35
0.0147759271791938,0.114692501495621,0.104,0.077,1,Neurons,Rapgef2
0.014817180788532,0.19043311384581,0.173,0.142,1,Neurons,Auts2
0.0150351107573973,-0.196058010998793,0.197,0.232,1,Neurons,Ppp3r1
0.0151748114980786,0.140551488639394,0.134,0.104,1,Neurons,Slk
0.0151801439837055,-0.164973013136965,0.13,0.161,1,Neurons,Hsd17b4
0.0151821624250379,0.115794385238141,0.158,0.124,1,Neurons,Sdr39u1
0.015195838007497,0.167664472200474,0.17,0.137,1,Neurons,Ndufaf2
0.0153146172824761,0.111954218499687,0.151,0.118,1,Neurons,Dync1h1
0.0153492575983641,0.152759853806869,0.149,0.119,1,Neurons,Nlrc4
0.0153875281992876,0.113614409083278,0.55,0.508,1,Neurons,Uso1
0.015733525934576,-0.183365064634303,0.71,0.72,1,Neurons,Peg3
0.0157962178412986,-0.252847002452884,0.163,0.192,1,Neurons,Hlf
0.0161216350710957,-0.170234749096126,0.102,0.129,1,Neurons,Slc3a2
0.01613692927878,0.144532533969696,0.284,0.243,1,Neurons,Gm10146
0.0162478398795024,-0.151369568185592,0.083,0.109,1,Neurons,Nucb1
0.0163021655027739,0.120075700757807,0.119,0.091,1,Neurons,Smim19
0.0164137501606307,-0.160387674848226,0.142,0.175,1,Neurons,Chd3
0.0164480331192302,0.12050344745692,0.666,0.638,1,Neurons,Cox6a1
0.016508204865101,0.158280591951723,0.101,0.075,1,Neurons,Ago2
